Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90,Clearances per 90
- - -,Int,Malachi Bond,"DM, M (C)",Tottenham,,England (Premier Division),-,"£12,250 p/w",30/6/2033,ENG,,-,178 cm,74 kg,Right,19,,Scouting Required,Unknown,2,149,0,0,-,,,,,,,,2,0.667,0.5,7.12,2,2,149,74.5,6.3,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.6,103,62.21,95,57.38,92%,0,0,0%,0,-,0,21.0km,6,3.62,6,3.62,100%,0,1,0.6,33%,2,2,0,2,1.21,4,-,-,-,-,-,-,-,-,3,0,-,0,,74.5,3,12.685,2.42
- - -,,Rokas Jankauskas,"D (C), DM",Parma,,Italy (Serie A),-,"£1,500 p/w",30/6/2030,LTU,,Trained in nation (0-21),192 cm,85 kg,Left Only,20,,Scouting Required,£110K - £1.1M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Frt,Randy Obam Bandolo,"D (RC), WB (R)",Spezia,,Italy (Serie A),-,"£2,100 p/w",30/6/2029,FRA,,Trained in nation (15-21),187 cm,80 kg,Right,23,Fairly Determined,Scouting Required,£45K - £450K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Loris Tampellini,"D (C), DM, M (C)",Genoa,,Italy (Serie A),-,"£8,500 p/w",30/6/2031,ITA,,Trained in nation (0-21),190 cm,82 kg,Right,23,Professional,Scouting Required,£5K - £50K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Wnt,Tomás Igreja,GK,Dijon FCO,,France (Ligue 1 Uber Eats),-,"£5,500 p/w",30/6/2030,POR,,-,188 cm,76 kg,Right Only,27,Fairly Determined,Scouting Required,£12K - £120K,4,360,0,0,1,,,,,,,,0,,,,4,4,360,90,6.88,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,164,41,50,12.5,30%,-,-,-,0,-,0,16.8km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,7,1.75,1,-660%,5,2,6,-5%,0,0,-,0,,90,,4.2,
- - -,Slt,Fabio Aiello,"M (C), AM (L), ST (C)",Atalanta,,Italy (Serie A),-,"£10,000 p/w",30/6/2031,ITA,,Trained at club (15-21),173 cm,65 kg,Left,17,Balanced,Media-friendly,£425K - £4M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Ivano Bernardi,"D (RL), WB (R)",Torino,,Italy (Serie A),-,"£3,900 p/w",30/6/2031,ITA,,Trained in nation (0-21),163 cm,63 kg,Right,21,Fairly Professional,Scouting Required,£130K - £1.3M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Wnt,Simone Donvito,"M/AM (R), ST (C)",SPAL,,Italy (Serie A),-,"£2,500 p/w",30/6/2030,ITA,,Trained in nation (0-21),188 cm,80 kg,Left,20,Resolute,Scouting Required,£900K - £2M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Pietro Danesi,"WB (L), M (LC), AM (L)",Torino,,Italy (Serie A),-,"£6,000 p/w",30/6/2033,ITA,,Trained in nation (0-21),177 cm,69 kg,Left,19,,Scouting Required,Unknown,3 (2),274,0,1,-,0.26,0.26,0.26,0.065,,,,5,0.111,1.75,10.51,3 (2),3,274,54.8,6.72,0,-,2,1,50%,0.66,0.33,0,0,-,2,0.26,2,0.66,1,0.33,4,1.31,181,59.45,171,56.17,94%,6,2,33%,9,2.96,3,40.6km,21,6.9,15,4.93,71%,0,7,2.3,78%,8,1,0,5,1.64,8,-,-,-,-,-,-,-,-,9,0,-,0,2,54.8,9,13.336,2.63
- - -,,Daniel Ferrándiz,D (C),Levante,,Spain (First Division),-,"£4,500 p/w",30/6/2030,ESP,,-,193 cm,86 kg,Left Only,21,Fairly Loyal,Scouting Required,£850K - £1.8M,2,180,0,0,-,,,,,,,,2,,,,2,2,180,90,6.7,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,108,54,85,42.5,79%,0,0,0%,0,-,0,23.4km,39,19.5,31,15.5,79%,0,-,-,-,2,0,0,7,3.5,23,-,-,-,-,-,-,-,-,0,0,-,0,,90,,11.7,11.50
- - -,,José Carlos,"M/AM (R), ST (C)",Elche,,Spain (First Division),-,"£1,300 p/w",30/6/2032,ESP,,-,185 cm,78 kg,Left Only,19,Balanced,Scouting Required,£180K - £1.8M,0 (1),18,0,0,-,,,,,,,,1,,,,0 (1),-,18,18,6.6,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,8,-,8,-,100%,1,0,0%,0,-,0,2.0km,1,-,1,-,100%,0,-,-,-,1,0,0,0,-,1,-,-,-,-,-,-,-,-,0,0,-,0,1,,,10,5.00
- - -,,Marco Pellino,D (RLC),Empoli,,Italy (Serie A),-,"£10,750 p/w",30/6/2031,ITA,,Trained in nation (15-21),188 cm,82 kg,Right,22,Fairly Professional,Scouting Required,£45K - £450K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Joel,"M/AM (R), ST (C)",Eibar,,Spain (First Division),-,"£3,900 p/w",30/6/2031,ESP,,-,178 cm,69 kg,Right,20,Fairly Determined,Scouting Required,£200K - £2M,0 (2),66,0,0,-,,,,,,,,2,,0,,0 (2),-,66,66,6.65,0,-,0,-,-,-,-,0,0,-,1,0,0,-,0,-,1,-,32,-,27,-,84%,4,2,50%,3,4.09,1,10.5km,3,-,1,-,33%,0,0,0,0%,3,0,0,0,-,2,-,-,-,-,-,-,-,-,1,0,-,0,2,,,14.318,2.73
- - -,,Federico Andrenacci,"M (RC), AM (R)",Parma,,Italy (Serie A),-,"£5,250 p/w",30/6/2032,ITA,,Trained in nation (0-21),176 cm,70 kg,Left Only,22,Fairly Professional,Scouting Required,£24K - £250K,0 (3),41,0,0,-,0.13,0.13,0.13,0.13,,,,0,0,1,,0 (3),-,41,28,6.77,0,-,1,1,100%,-,-,0,0,-,0,0.13,1,-,0,-,1,-,38,-,35,-,92%,2,0,0%,0,-,0,7.7km,2,-,0,-,0%,0,1,2.2,50%,0,0,0,0,-,2,-,-,-,-,-,-,-,-,2,0,-,0,3,,2,16.902,4.39
- - -,,Ian Grant,M (C),Norwich,,England (Premier Division),-,"£5,000 p/w",30/6/2030,WAL,,-,176 cm,73 kg,Right Only,21,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Luca Fraulo,"DM, M (C)",Milan,,Italy (Serie A),-,"£3,700 p/w",30/6/2032,ITA,,Trained in nation (0-21),178 cm,71 kg,Right,22,Balanced,Scouting Required,£8K - £75K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Antonio Esposito,D (C),Genoa,,Italy (Serie A),-,"£5,000 p/w",30/6/2032,ITA,,Trained in nation (0-21),183 cm,79 kg,Right,22,Temperamental,Scouting Required,£45K - £140K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Lst,Danny French,M (C),Southampton,,England (Premier Division),£1.1M,"£7,250 p/w",30/6/2029,WAL,,-,174 cm,68 kg,Left Only,21,,Scouting Required,£1.1M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Matteo Lo Re,D (LC),Monza,,Italy (Serie A),-,"£4,000 p/w",30/6/2029,ITA,,Trained in nation (0-21),182 cm,82 kg,Left,23,Balanced,Scouting Required,£16K - £170K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Simon Wehby,"AM (R), ST (C)",Man City,,England (Premier Division),-,"£30,000 p/w",30/6/2031,ENG,,-,166 cm,64 kg,Left Only,19,,Scouting Required,£14M - £18.5M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Peter Barry,GK,West Ham,,England (Premier Division),-,"£9,750 p/w",30/6/2030,IRL,,-,188 cm,82 kg,Either,22,Balanced,Scouting Required,£50K - £150K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Gregory Landais,"M/AM (C), ST (C)",OGC Nice,,France (Ligue 1 Uber Eats),-,"£3,700 p/w",30/6/2029,FRA,,-,185 cm,79 kg,Right,22,Resolute,Scouting Required,£1.3M - £2.7M,3 (4),310,0,0,-,0.32,0.32,0.32,0.08,,,,1,0,1.25,13.7,3 (4),3,310,105.83,6.85,0,-,4,1,25%,1.16,0.29,0,0,-,0,0.32,2,0.73,0,-,4,1.16,235,68.23,211,61.26,90%,3,0,0%,3,0.87,1,46.8km,38,11.03,29,8.42,76%,0,5,1.45,83%,2,0,0,3,0.87,16,-,-,-,-,-,-,-,-,6,0,-,0,4,44.29,6,13.587,4.65
- - -,Wnt,Alex Etoundi,"M (LC), AM (L)",OM,,France (Ligue 1 Uber Eats),-,"£8,000 p/w",30/6/2033,FRA,CMR,-,178 cm,70 kg,Left Only,19,Fairly Determined,Scouting Required,£5.8M - £6.8M,5 (4),412,2,0,-,-0.65,1.35,-0.65,0.27,0.135,5.19,0,11,0.143,2,10.66,5 (4),5,412,119.21,6.91,2,0.44,10,6,60%,2.18,1.31,0,0,-,7,1.35,4,1.48,0,-,12,2.62,181,39.54,156,34.08,86%,31,4,12%,18,3.93,3,68.7km,41,8.96,21,4.59,51%,0,10,2.18,71%,14,2,0,12,2.62,10,-,-,-,-,-,-,-,-,14,0,-,0,4,45.78,14,15.007,2.18
- - -,,Marco Balestra,D/WB (L),Sampdoria,,Italy (Serie A),-,"£4,100 p/w",30/6/2030,ITA,,Trained in nation (15-21),178 cm,75 kg,Left,22,Fairly Determined,Scouting Required,£5K - £55K,0 (2),46,0,0,-,,,,,,,,-1,0,1,,0 (2),-,46,46,6.75,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,-,35,-,35,-,100%,1,1,100%,0,-,1,7.1km,3,-,3,-,100%,0,1,1.96,25%,0,0,0,0,-,6,-,-,-,-,-,-,-,-,4,0,-,0,2,,4,13.891,11.74
- - -,Loa,Emanuele Burlotti,D/AM (R),Bologna,,Italy (Serie A),-,"£2,900 p/w",30/6/2031,ITA,,Trained in nation (0-21),172 cm,70 kg,Right,23,Balanced,Scouting Required,£35K - £100K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Gorka Ibáñez,"D (C), DM, M (C)",Eibar,,Spain (First Division),-,"£7,000 p/w",30/6/2032,ESP,BAS,-,185 cm,80 kg,Right,21,Balanced,Scouting Required,£160K - £1.6M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Jack Windsor,"AM (R), ST (C)",OGC Nice,,France (Ligue 1 Uber Eats),-,"£6,250 p/w",30/6/2032,FRA,USA,-,179 cm,72 kg,Left,19,Resolute,Level-headed,£8.8M - £11M,1 (9),225,3,0,-,-1.24,1,-1,0.333,0.1,2,,-7,0,0.667,8.16,1 (9),1,225,45.75,7.02,3,1.2,10,8,80%,4,3.2,1,1,100%,2,1.76,0,-,0,-,2,0.8,99,39.6,82,32.8,83%,10,2,20%,9,3.6,11,37.6km,29,11.6,18,7.2,62%,0,2,0.8,100%,4,0,0,1,0.4,3,-,-,-,-,-,-,-,-,2,1,100%,0,9,22.5,2,15.04,1.20
- - -,Inj,Alessandro Vezzani,D (RL),Parma,,Italy (Serie A),-,"£3,800 p/w",30/6/2032,ITA,,Trained in nation (15-21),177 cm,72 kg,Left,21,Resolute,Scouting Required,£140K - £1.4M,3 (2),287,0,0,-,,,,,,,,5,0.111,2.25,17.31,3 (2),3,287,121.25,6.54,0,-,0,-,-,-,-,0,0,-,1,0,0,-,0,-,0,-,149,46.72,147,46.1,99%,8,0,0%,4,1.25,4,37.8km,17,5.33,14,4.39,82%,0,9,2.82,100%,9,1,0,6,1.88,29,-,-,-,-,-,-,-,-,9,0,-,0,2,57.4,9,11.854,9.09
- - -,Inj,Ken Creemers,AM (RL),Udinese,,Italy (Serie A),-,"£4,100 p/w",30/6/2032,BEL,,-,175 cm,69 kg,Left Only,22,Fairly Loyal,Scouting Required,£275K - £2.9M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Salvatore Rossini,"AM (RC), ST (C)",Parma,,Italy (Serie A),-,"£6,250 p/w",30/6/2032,ITA,,Trained in nation (15-21),193 cm,87 kg,Right,21,Resolute,Scouting Required,£275K - £2.8M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Alberto Scotta,"D (LC), DM",Inter,,Italy (Serie A),-,"£15,500 p/w",30/6/2033,ITA,,Trained in nation (15-21),162 cm,68 kg,Left,18,,Scouting Required,£10.5M - £16M,0 (2),26,0,0,-,,,,,,,,0,,,,0 (2),-,26,13,6.7,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,22,-,22,-,100%,0,0,0%,0,-,0,3.2km,4,-,2,-,50%,0,-,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,0,0,-,0,2,,,11.077,0.00
- - -,,Rafa Robles,ST (C),Sampdoria,,Italy (Serie A),-,"£4,900 p/w",30/6/2030,ESP,,-,192 cm,83 kg,Right,21,Fairly Ambitious,Scouting Required,£350K - £8.8M,0 (3),57,0,0,-,0.22,0.22,0.22,0.22,,,,-1,,,,0 (3),-,57,19,6.65,0,-,2,1,50%,-,-,0,0,-,0,0.22,0,-,0,-,1,-,29,-,24,-,83%,0,0,0%,0,-,2,9.2km,9,-,3,-,33%,0,-,-,-,1,0,0,1,-,2,-,-,-,-,-,-,-,-,0,0,-,0,3,,,14.526,3.16
- - -,Inj,Hassine Sassi,D (R),Paris SG,,France (Ligue 1 Uber Eats),-,"£13,250 p/w",30/6/2030,TUN,FRA,-,177 cm,69 kg,Right,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Insa Diouf,"D (RL), M (C)",FC Metz,,France (Ligue 1 Uber Eats),-,"£5,750 p/w",30/6/2033,SEN,FRA,-,183 cm,79 kg,Right Only,21,Driven,Scouting Required,£400K - £4.1M,4 (13),435,0,0,-,0.04,0.04,0.04,0.008,,,,1,0.045,3.8,18.37,4 (13),4,435,25.59,6.65,0,-,2,1,50%,0.41,0.21,0,0,-,0,0.04,0,-,0,-,2,0.41,253,52.34,225,46.55,89%,19,4,21%,4,0.83,2,70.3km,39,8.07,26,5.38,67%,2,19,3.93,86%,3,1,0,12,2.48,19,-,-,-,-,-,-,-,-,22,0,-,0,13,25.59,22,14.545,3.93
- - -,,Dorian Legrand,"M (L), AM (LC)",OM,,France (Ligue 1 Uber Eats),-,"£6,250 p/w",30/6/2031,FRA,,-,176 cm,69 kg,Either,21,Fairly Determined,Scouting Required,£300K - £3M,0 (6),130,1,0,-,-0.44,0.56,-0.44,0.28,,,,1,0,1,3.18,0 (6),-,130,21.67,6.72,1,0.69,5,3,60%,3.46,2.08,0,0,-,0,0.56,0,-,0,-,0,-,82,56.77,68,47.08,83%,3,0,0%,3,2.08,0,22.8km,13,9,2,1.38,15%,0,2,1.38,100%,1,0,0,0,-,1,-,-,-,-,-,-,-,-,2,0,-,0,6,,2,15.785,0.69
- - -,Wnt,Riccardo Ferrieri,WB/AM (L),Napoli,,Italy (Serie A),-,"£5,000 p/w",30/6/2031,ITA,,Trained in nation (15-21),173 cm,69 kg,Left,21,Fairly Professional,Scouting Required,£120K - £375K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Alan Coubronne,"D (LC), WB (L), DM, M (LC)",Strasbourg,,France (Ligue 1 Uber Eats),-,"£6,500 p/w",30/6/2033,FRA,,-,181 cm,76 kg,Left,20,Mercenary,Scouting Required,£5M - £6.4M,3 (9),346,0,0,-,,,,,,,,10,0,0.75,15.24,3 (9),3,346,28.83,6.5,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,177,46.04,167,43.44,94%,2,1,50%,0,-,0,46.8km,39,10.14,27,7.02,69%,0,3,0.78,100%,10,0,0,2,0.52,32,-,-,-,-,-,-,-,-,3,0,-,0,9,28.83,3,12.173,8.32
- - -,,Adrien Cousin,D (RC),Dijon FCO,,France (Ligue 1 Uber Eats),-,"£3,600 p/w",30/6/2031,FRA,,-,194 cm,90 kg,Right,23,Driven,Scouting Required,£550K - £1.2M,6 (8),711,0,1,-,0.18,0.18,0.18,0.023,,,0.2,18,0.25,2.25,19.83,6 (8),6,711,50.79,7.02,0,-,3,0,0%,0.38,0,0,0,-,0,0.18,1,0.13,1,0.13,5,0.63,368,46.58,343,43.42,93%,17,4,23%,2,0.25,0,98.7km,69,8.73,57,7.22,83%,0,18,2.28,75%,18,6,0,34,4.3,59,-,-,-,-,-,-,-,-,24,0,-,0,8,50.79,24,12.494,7.47
- - -,Inj,Francesco Barusi,"M (R), AM (RL), ST (C)",Bologna,,Italy (Serie A),-,"£4,100 p/w",30/6/2030,ITA,,Trained in nation (0-21),183 cm,77 kg,Right,22,Driven,Scouting Required,£4.5K - £45K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Felix Baker,M/AM (C),Norwich,,England (Premier Division),-,"£10,000 p/w",30/6/2032,ENG,,-,184 cm,77 kg,Right,18,,Scouting Required,Unknown,1 (1),91,0,0,-,,,,,,,,0,0,1,10.09,1 (1),1,91,91,6.5,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.99,49,48.46,40,39.56,82%,3,0,0%,0,-,3,12.2km,11,10.88,9,8.9,82%,0,2,1.98,100%,3,0,0,0,-,1,-,-,-,-,-,-,-,-,2,0,-,0,1,45.5,2,12.066,0.99
- - -,Loa,Vincenzo Bedin,"D (RLC), DM",Bologna,,Italy (Serie A),-,"£2,600 p/w",30/6/2031,ITA,,Trained in nation (15-21),181 cm,78 kg,Right,20,Fairly Professional,Scouting Required,£800K - £1.7M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Antonio Gargiulo,D/WB/AM (L),Bologna,,Italy (Serie A),-,"£3,000 p/w",30/6/2031,ITA,,Trained in nation (0-21),183 cm,78 kg,Left,21,Balanced,Scouting Required,£35K - £350K,3 (1),255,0,0,-,,,,,,,,4,0.286,2,10.45,3 (1),3,255,137,6.53,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.71,119,42,109,38.47,92%,10,3,30%,1,0.35,2,36.3km,14,4.94,12,4.24,86%,0,6,2.12,86%,6,2,0,3,1.06,11,-,-,-,-,-,-,-,-,7,0,-,0,1,63.75,7,12.812,3.88
- - -,,Dalton Bancroft,"WB/M (L), AM (RLC)",Aston Villa,,England (Premier Division),-,"£14,250 p/w",30/6/2030,ENG,BRB,-,181 cm,76 kg,Right,23,Mercenary,Scouting Required,£14K - £140K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Gaetano Giannusa,M (C),Empoli,,Italy (Serie A),-,"£6,750 p/w",30/6/2032,ITA,,Trained in nation (15-21),185 cm,85 kg,Right,20,Very Ambitious,Scouting Required,£5.8M,0 (2),25,0,0,-,,,,,,,,1,,0,,0 (2),-,25,12.5,-,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,20,-,20,-,100%,0,0,0%,0,-,1,4.8km,3,-,2,-,67%,0,0,0,0%,2,0,0,0,-,2,-,-,-,-,-,-,-,-,1,0,-,0,2,,,17.28,7.20
- - -,Inj,Pierluigi Baldelli,"M (L), AM (LC), ST (C)",Inter,,Italy (Serie A),-,"£14,750 p/w",30/6/2032,ITA,,Trained in nation (15-21),177 cm,70 kg,Left,19,,Scouting Required,£4.8M - £7.6M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Teddy Lopez,D/M (C),Genoa,,Italy (Serie A),-,"£1,300 p/w",30/6/2032,FRA,,-,184 cm,79 kg,Right Only,20,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Davide Serretti,D (C),Monza,,Italy (Serie A),-,"£3,400 p/w",30/6/2032,ITA,,Trained in nation (15-21),181 cm,76 kg,Right,21,Fairly Professional,Scouting Required,£120K - £1.2M,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Michael Ewert,D (L),RB Leipzig,,Germany (Bundesliga),-,£55 p/w,30/6/2029,GER,,-,184 cm,74 kg,Left Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
