,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck C,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean Sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM
,Ruben Aguilar,D/WB (R),RC Lens,,France (Ligue 1 Uber Eats),-,"£35,500 p/w",30/6/2027,FRA,ESP,-,172 cm,71 kg,Right,31,,Scouting Required,Not for Sale,27,27,"2,289",262.95,6.74,1,0.04,20,3,15%,0.79,0.12,0,0,-,0,1.79,2,0.11,1,0.04,15,0.59,"1,342",52.77,"1,190",46.79,89%,50,3,6%,30,1.18,25,319.9km,91,3.58,37,1.45,41%,5,73,2.87,82%,29,8,0,59,2.32,37,-,-,-,-,-,-,-,-,-,-,-,1
,Florian Thauvin,"M (R), AM (RC), ST (C)",ASSE,,France (Ligue 1 Uber Eats),-,"£32,000 p/w",30/6/2026,FRA,ESP,-,179 cm,70 kg,Left,32,,Scouting Required,Not for Sale,14 (8),14,"1,150",107.14,6.93,3,0.23,37,15,41%,2.9,1.17,3,2,67%,4,7.01,2,1.72,2,0.16,15,1.17,360,28.17,311,24.34,86%,85,14,9%,32,2.5,17,152.8km,85,6.65,16,1.25,19%,1,20,1.57,69%,12,0,0,17,1.33,11,-,-,-,-,-,-,-,-,-,-,-,2
,Alassane Pléa,"AM (LC), ST (C)",Borussia M'gladbach,,Germany (Bundesliga),-,"£38,500 p/w",30/6/2027,FRA,MLI,-,181 cm,76 kg,Right,31,,Scouting Required,£5M - £7.6M,9 (9),9,789,131.12,6.79,1,0.11,23,9,39%,2.62,1.03,0,0,-,4,2.72,3,0.39,0,-,3,0.34,186,21.22,168,19.16,90%,2,0,-,10,1.14,10,104.3km,81,9.24,24,2.74,30%,0,11,1.25,79%,8,0,0,6,0.68,4,-,-,-,-,-,-,-,-,-,-,-,0
,Benjamin Leroy,GK,Spezia,FC Lorient,Italy (Serie A),-,"£6,250 p/w",30/6/2026,FRA,,-,184 cm,75 kg,Right,35,,Scouting Required,£22K - £230K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wnt,Kenny Lala,D/WB (R),Brest,,France (Ligue 1 Uber Eats),-,"£10,750 p/w",30/6/2025,FRA,MTQ,-,178 cm,77 kg,Right,33,,Scouting Required,£55K - £550K,1 (10),1,309,28.09,6.45,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.58,158,46.02,140,40.78,89%,6,0,-,5,1.46,5,40.6km,17,4.95,11,3.2,65%,0,7,2.04,78%,7,1,0,11,3.2,2,-,-,-,-,-,-,-,-,-,-,-,0
,Jordan Veretout,"DM, M (C)",OL,,France (Ligue 1 Uber Eats),-,"£64,000 p/w",30/6/2026,FRA,,-,177 cm,73 kg,Right,31,,Scouting Required,£4.7M - £7.2M,0 (2),-,22,22,6.2,0,-,1,1,100%,-,-,1,0,0%,0,0.81,0,-,0,-,0,-,10,-,10,-,100%,12,2,-,1,-,1,3.4km,2,-,0,-,0%,0,1,-,100%,2,0,0,1,-,0,-,-,-,-,-,-,-,-,-,-,-,0
,Jonathan Gradit,D (RC),RC Lens,,France (Ligue 1 Uber Eats),-,"£17,250 p/w",30/6/2026,FRA,,-,180 cm,74 kg,Right Only,32,,Scouting Required,£130K - £7M,9 (2),9,702,229.5,6.7,0,-,2,0,0%,0.26,0,0,0,-,0,0.3,2,0.41,1,0.13,3,0.38,453,58.08,398,51.03,88%,5,1,20%,5,0.64,2,94.5km,50,6.41,31,3.97,62%,1,13,1.67,87%,5,1,0,17,2.18,9,-,-,-,-,-,-,-,-,-,-,-,0
,Jérôme Roussillon,D/WB (L),Parma,,Italy (Serie A),-,"£15,000 p/w",30/6/2026,GLP,FRA,-,172 cm,82 kg,Left,32,,Scouting Required,£275K - £2.7M,9 (13),9,"1,051",47.77,6.82,1,0.09,9,6,67%,0.77,0.51,0,0,-,4,0.81,4,0.34,1,0.09,13,1.11,565,48.38,497,42.56,88%,42,8,15%,25,2.14,5,160.3km,39,3.34,16,1.37,41%,0,40,3.43,78%,15,2,0,36,3.08,18,-,-,-,-,-,-,-,-,-,-,-,0
,Youssouf Sabaly,D/WB (R),Real Hispalis,,Spain (First Division),-,"£23,000 p/w",30/6/2027,SEN,FRA,-,174 cm,68 kg,Right,31,,Scouting Required,Not for Sale,18 (3),18,"1,602",108.6,6.91,0,-,6,2,33%,0.34,0.11,0,0,-,2,0.6,2,0.11,1,0.06,15,0.84,"1,103",61.97,"1,032",57.98,94%,26,4,15%,32,1.8,21,233.9km,50,2.81,31,1.74,62%,5,39,2.19,63%,28,4,0,45,2.53,21,-,-,-,-,-,-,-,-,-,-,-,1
,Mory Diaw,GK,Real San Sebastián,,Spain (First Division),-,"£12,000 p/w",30/6/2028,SEN,FRA,-,198 cm,98 kg,Right,31,,Scouting Required,£250K - £2.6M,5,5,450,180,6.68,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,129,25.8,102,20.4,79%,-,-,-,0,-,2,32.6km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,5,1,1,-743%,6,3,6,-10%,0,0,-,1
,Téji Savanier,M/AM (C),Montpellier,,France (Ligue 1 Uber Eats),-,"£33,500 p/w",30/6/2027,FRA,,-,172 cm,67 kg,Right,33,,Scouting Required,Not for Sale,25,25,"1,631",192.1,6.89,4,0.22,32,12,38%,1.77,0.66,1,1,100%,4,3.18,4,1.6,4,0.22,52,2.87,599,33.05,507,27.98,85%,96,19,20%,17,0.94,13,239.8km,67,3.7,6,0.33,9%,1,30,1.66,75%,21,4,0,24,1.32,11,-,-,-,-,-,-,-,-,-,-,-,0
,Samuel Umtiti,D (C),LOSC,,France (Ligue 1 Uber Eats),-,"£36,500 p/w",30/6/2027,FRA,CMR,-,182 cm,75 kg,Left,31,,Scouting Required,£850K - £9.8M,7 (1),7,710,178.33,7.1,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,3,0.38,488,61.86,467,59.2,96%,2,2,100%,2,0.25,3,87.8km,56,7.1,37,4.69,66%,5,10,1.27,67%,5,2,0,22,2.79,8,-,-,-,-,-,-,-,-,-,-,-,1
,Florian Lejeune,D (C),Vallecano,,Spain (First Division),-,"£27,500 p/w",30/6/2027,FRA,,-,190 cm,82 kg,Right,33,,Scouting Required,Not for Sale,25,25,"2,182",177.17,6.77,0,-,7,1,14%,0.29,0.04,0,0,-,0,1.36,1,0.04,0,-,15,0.62,"1,694",69.87,"1,562",64.43,92%,2,0,-,2,0.08,8,270.5km,162,6.68,109,4.5,67%,4,26,1.07,79%,21,5,0,43,1.77,22,-,-,-,-,-,-,-,-,-,-,-,0
,Adrien Tameze,"D (C), DM, M (C)",Torino,,Italy (Serie A),-,"£32,500 p/w",30/6/2027,CMR,FRA,-,180 cm,78 kg,Right,31,,Scouting Required,Not for Sale,26,26,"2,225",166.96,6.63,0,-,5,1,20%,0.2,0.04,0,0,-,0,0.7,1,0.04,0,-,15,0.61,"1,185",47.93,"1,088",44.01,92%,3,1,33%,9,0.36,9,322.3km,90,3.64,36,1.46,40%,3,52,2.1,63%,27,2,0,44,1.78,31,-,-,-,-,-,-,-,-,-,-,-,0
,Jean-Charles Castelletto,"D (RC), DM",FC Nantes,,France (Ligue 1 Uber Eats),-,"£20,000 p/w",30/6/2028,CMR,FRA,-,185 cm,76 kg,Right,30,,Scouting Required,£600K - £4.6M,21,21,"1,809",175.95,6.84,0,-,10,3,30%,0.5,0.15,0,0,-,1,1.25,1,0.05,1,0.05,6,0.3,"1,112",55.32,"1,044",51.94,94%,4,1,25%,4,0.2,9,231.2km,159,7.91,114,5.67,72%,7,30,1.49,70%,17,5,1,25,1.24,33,-,-,-,-,-,-,-,-,-,-,-,0
,Brice Samba,GK,RC Lens,,France (Ligue 1 Uber Eats),-,"£25,500 p/w",30/6/2028,FRA,CGO,-,187 cm,90 kg,Left,30,,Scouting Required,£38M - £48M,31,31,"2,790",270,6.85,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,705,22.74,579,18.68,82%,-,-,-,0,-,12,173.5km,-,-,-,-,-,1,1,0.03,33%,2,2,0,2,0.06,-,42,1.35,10,-657%,30,17,44,-2%,3,1,33%,2
,Benjamin Mendy,D/WB (L),LOSC,,France (Ligue 1 Uber Eats),-,"£51,000 p/w",30/6/2028,FRA,SEN,-,185 cm,85 kg,Left,30,Fairly Ambitious,Level-headed,£15.5M - £18M,3 (4),3,258,36.86,6.62,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.7,134,46.74,122,42.56,91%,7,1,14%,2,0.7,4,33.7km,16,5.58,9,3.14,56%,1,6,2.09,75%,6,2,0,6,2.09,4,-,-,-,-,-,-,-,-,-,-,-,0
,Abdoulaye Touré,"DM, M (C)",Havre AC,,France (Ligue 1 Uber Eats),-,"£12,500 p/w",30/6/2027,GUI,FRA,-,188 cm,84 kg,Right,30,,Scouting Required,£5.6M - £6.8M,16,16,"1,260",78.75,6.95,1,0.07,16,1,6%,1.14,0.07,0,0,-,1,1.93,4,0.29,3,0.21,10,0.71,724,51.71,639,45.64,88%,3,0,-,15,1.07,11,183.5km,59,4.21,34,2.43,58%,0,31,2.21,82%,25,6,0,31,2.21,10,-,-,-,-,-,-,-,-,-,-,-,0
,Gaëtan Laborde,"AM (RL), ST (C)",OGC Nice,,France (Ligue 1 Uber Eats),-,"£69,000 p/w",30/6/2027,FRA,,-,181 cm,78 kg,Left,30,,Scouting Required,£43M - £52M,29,29,"2,436",168.78,7.02,13,0.48,102,53,52%,3.77,1.96,3,3,100%,15,11.33,3,0.25,4,0.15,20,0.74,664,24.53,556,20.54,84%,14,0,-,23,0.85,62,335.6km,240,8.87,110,4.06,46%,0,44,1.63,85%,29,1,1,24,0.89,15,-,-,-,-,-,-,-,-,-,-,-,2
Unh,Maxime Colin,"D (RLC), WB (R)",FC Metz,,France (Ligue 1 Uber Eats),-,"£8,750 p/w",30/6/2027,FRA,,-,180 cm,76 kg,Right Only,33,,Scouting Required,£30K - £300K,0 (1),-,35,35,6.3,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,18,-,18,-,100%,2,1,50%,0,-,0,5.5km,2,-,1,-,50%,0,2,-,100%,0,0,0,1,-,0,-,-,-,-,-,-,-,-,-,-,-,0
Lst,Massadio Haïdara,"D (LC), WB (L)",Brest,,France (Ligue 1 Uber Eats),£17K,"£6,250 p/w",30/6/2025,MLI,FRA,-,176 cm,75 kg,Left Only,32,,Scouting Required,£16K,0 (4),-,296,148,6.78,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.61,199,60.51,177,53.82,89%,7,2,28%,1,0.3,1,37.4km,19,5.78,12,3.65,63%,2,6,1.82,86%,1,0,0,6,1.82,6,-,-,-,-,-,-,-,-,-,-,-,0
,Aïssa Mandi,D (RLC),LOSC,,France (Ligue 1 Uber Eats),-,"£26,500 p/w",30/6/2026,ALG,FRA,-,184 cm,78 kg,Right,33,,Scouting Required,Not for Sale,22,22,"1,944",178.29,6.82,0,-,3,0,0%,0.14,0,0,0,-,0,0.02,0,-,0,-,2,0.09,"1,496",69.26,"1,400",64.81,94%,6,4,66%,3,0.14,6,241.6km,118,5.46,90,4.17,76%,6,32,1.48,86%,19,4,1,43,1.99,17,-,-,-,-,-,-,-,-,-,-,-,1
,Arthur Desmas,GK,Havre AC,,France (Ligue 1 Uber Eats),-,"£11,750 p/w",30/6/2027,FRA,,-,196 cm,87 kg,Right,30,,Scouting Required,£3.9M - £7.6M,22,22,"1,916",87.09,6.95,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,486,22.83,298,14,61%,-,-,-,0,-,6,112.7km,-,-,-,-,-,0,0,0,0%,0,0,0,0,-,-,20,0.94,10,-878%,16,14,50,-1%,2,0,0%,4
,Birama Touré,"DM, M (C)",Montpellier,,France (Ligue 1 Uber Eats),-,"£13,000 p/w",30/6/2026,MLI,FRA,-,183 cm,76 kg,Right,32,,Scouting Required,£50K - £500K,8 (18),8,996,158.23,6.65,0,-,3,0,0%,0.27,0,0,0,-,2,0.2,2,0.57,1,0.09,12,1.08,551,49.79,488,44.1,89%,8,1,12%,4,0.36,10,149.7km,39,3.52,26,2.35,67%,0,26,2.35,84%,18,2,0,14,1.27,8,-,-,-,-,-,-,-,-,-,-,-,0
Inj,Jean-Pierre Nsame,ST (C),Como,,Italy (Serie A),-,"£13,750 p/w",30/6/2026,CMR,FRA,-,188 cm,89 kg,Right,31,,Scouting Required,£275K - £2.7M,5 (12),5,558,32.82,6.52,0,-,8,3,38%,1.29,0.48,0,0,-,2,0.67,1,0.16,0,-,1,0.16,132,21.29,101,16.29,77%,0,0,-,1,0.16,8,80.9km,57,9.19,25,4.03,44%,0,4,0.65,44%,9,1,0,3,0.48,3,-,-,-,-,-,-,-,-,-,-,-,0
,Valentin Rongier,"D (R), DM, M (C)",OM,,France (Ligue 1 Uber Eats),-,"£78,000 p/w",30/6/2027,FRA,,-,172 cm,70 kg,Right,30,,Scouting Required,£28M - £43M,27 (2),27,"2,236",218.58,7.04,4,0.16,29,14,48%,1.17,0.56,0,0,-,3,4.25,12,1.09,4,0.16,35,1.41,"1,346",54.18,"1,169",47.05,87%,30,5,19%,30,1.21,33,316.5km,62,2.5,22,0.89,35%,2,52,2.09,74%,25,3,0,43,1.73,15,-,-,-,-,-,-,-,-,-,-,-,1
,Thomas Delaine,"D (RL), WB (L)",Strasbourg,,France (Ligue 1 Uber Eats),-,"£10,000 p/w",30/6/2025,FRA,,-,180 cm,72 kg,Left,32,,Scouting Required,£14K - £140K,2 (8),2,276,91.12,6.65,0,-,1,0,0%,0.33,0,0,0,-,0,0.11,1,0.6,0,-,2,0.65,113,36.85,99,32.28,88%,14,2,14%,6,1.96,5,42.2km,8,2.61,3,0.98,38%,1,9,2.93,90%,2,0,0,6,1.96,4,-,-,-,-,-,-,-,-,-,-,-,1
,Adrien Rabiot,"DM, M (LC)",OM,,France (Ligue 1 Uber Eats),-,"£120,000 p/w",30/6/2027,FRA,,-,188 cm,71 kg,Left,29,Balanced,Level-headed,£76M - £93M,29,29,"2,388",255.68,7.18,4,0.15,37,18,49%,1.39,0.68,1,1,100%,5,5.28,15,4.06,2,0.08,43,1.62,"1,429",53.86,"1,285",48.43,90%,41,10,28%,34,1.28,23,343.8km,105,3.96,61,2.3,58%,1,52,1.96,68%,37,3,0,38,1.43,14,-,-,-,-,-,-,-,-,-,-,-,0
,Thomas Lemar,"WB (L), M/AM (LC)",Aston Villa,,England (Premier Division),-,"£75,000 p/w",30/6/2028,FRA,GLP,-,170 cm,58 kg,Left,29,Model Citizen,Unflappable,£46M - £55M,31 (2),31,"2,181",206.92,7.42,12,0.5,36,20,56%,1.49,0.83,3,3,100%,12,2.71,12,2.25,5,0.21,69,2.85,863,35.61,736,30.37,85%,288,59,24%,70,2.89,43,315.6km,103,4.25,18,0.74,17%,0,69,2.85,85%,23,1,0,44,1.82,11,-,-,-,-,-,-,-,-,-,-,-,3
,Marc-Aurèle Caillard,GK,LOSC,,France (Ligue 1 Uber Eats),-,"£9,500 p/w",30/6/2028,FRA,,-,191 cm,79 kg,Right Only,30,,Scouting Required,£550K - £1.2M,2,2,180,180,6.3,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,46,23,22,11,48%,-,-,-,0,-,1,11.8km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,2,1,0,-415%,1,1,1,-40%,0,0,-,0
ESC,Séko Fofana,"DM, M (C)",West Ham,,England (Premier Division),-,"£94,000 p/w",30/6/2028,CIV,FRA,-,185 cm,74 kg,Right,29,,Scouting Required,£23M - £36M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Gautier Lloris,"D (C), DM",Havre AC,,France (Ligue 1 Uber Eats),-,"£15,750 p/w",30/6/2027,FRA,,-,192 cm,87 kg,Left Only,29,,Scouting Required,£5.8M - £8.8M,19,19,"1,508",168.78,6.78,1,0.06,5,3,60%,0.3,0.18,0,0,-,0,0.22,2,0.13,0,-,3,0.18,935,55.8,841,50.19,90%,0,0,-,3,0.18,7,197.4km,122,7.28,98,5.85,80%,5,30,1.79,83%,16,4,2,25,1.49,12,-,-,-,-,-,-,-,-,-,-,-,0
,Frédéric Guilbert,D/WB (R),Salento,,Italy (Serie A),-,"£17,250 p/w",30/6/2026,FRA,,-,178 cm,78 kg,Right,30,,Scouting Required,£3.4M - £6.6M,4 (9),4,475,122.08,6.74,0,-,3,2,67%,0.57,0.38,0,0,-,0,0.16,2,1.23,1,0.19,7,1.33,337,63.85,294,55.71,87%,20,3,15%,10,1.89,2,75.4km,18,3.41,9,1.71,50%,1,13,2.46,76%,7,1,0,6,1.14,7,-,-,-,-,-,-,-,-,-,-,-,0
,Haris Belkebla,"DM, M (C)",Reims,,France (Ligue 1 Uber Eats),-,"£9,500 p/w",30/6/2027,ALG,FRA,-,177 cm,68 kg,Right Only,31,,Scouting Required,£3.9M - £7.4M,0 (12),-,342,28.5,6.67,0,-,3,0,0%,0.79,0,0,0,-,0,0.17,1,0.26,1,0.26,4,1.05,188,49.47,173,45.53,92%,3,0,-,5,1.32,2,53.2km,14,3.68,3,0.79,21%,0,8,2.11,80%,7,0,0,6,1.58,1,-,-,-,-,-,-,-,-,-,-,-,0
Trn,Mario Lemina,"DM, M (C)",Como,Wolves,Italy (Serie A),£5.75M,"£27,500 p/w",30/6/2026,GAB,FRA,-,184 cm,83 kg,Right,31,,Scouting Required,£5.6M,16 (1),16,"1,294",76.12,6.8,1,0.07,9,3,33%,0.63,0.21,0,0,-,1,0.86,3,0.21,1,0.07,9,0.63,663,46.11,606,42.15,91%,9,2,22%,27,1.88,11,193.8km,44,3.06,19,1.32,43%,2,40,2.78,74%,22,4,1,29,2.02,13,-,-,-,-,-,-,-,-,-,-,-,1
,Kingsley Coman,M/AM (RL),FC Bayern,,Germany (Bundesliga),-,"£245,000 p/w",30/6/2027,FRA,GUI,Trained in nation (15-21),179 cm,75 kg,Right,28,Fairly Ambitious,Level-headed,£71M - £101M,15 (6),15,"1,151",176.42,7.26,5,0.39,26,16,62%,2.03,1.25,0,0,-,4,3.47,8,2.27,2,0.16,20,1.56,461,36.05,385,30.1,84%,41,7,17%,55,4.3,15,179.5km,66,5.16,17,1.33,26%,0,41,3.21,93%,14,2,0,31,2.42,10,-,-,-,-,-,-,-,-,-,-,-,3
Wnt,Wesley Saïd,"AM (RLC), ST (C)",RC Lens,,France (Ligue 1 Uber Eats),-,"£10,750 p/w",30/6/2026,FRA,COM,-,171 cm,72 kg,Right,29,,Scouting Required,£1.8M - £3.8M,1 (11),1,234,50.67,6.62,1,0.38,15,6,40%,5.77,2.31,0,0,-,0,2.09,1,0.73,0,-,2,0.77,55,21.15,50,19.23,91%,0,0,-,3,1.15,8,31.8km,22,8.46,3,1.15,14%,0,2,0.77,100%,3,0,0,2,0.77,3,-,-,-,-,-,-,-,-,-,-,-,0
,Florian Tardieu,"DM, M (C)",ASSE,,France (Ligue 1 Uber Eats),-,"£8,500 p/w",30/6/2026,FRA,ESP,-,184 cm,72 kg,Right,32,,Scouting Required,£110K - £1.1M,5 (18),5,657,51.64,6.72,0,-,1,1,100%,0.14,0.14,0,0,-,1,0.07,5,0.74,0,-,7,0.96,377,51.64,334,45.75,89%,1,0,-,3,0.41,6,88.3km,33,4.52,20,2.74,61%,1,18,2.47,90%,11,0,0,12,1.64,4,-,-,-,-,-,-,-,-,-,-,-,0
Trn,Maxwel Cornet,"D/M (L), AM (RL), ST (C)",Parma,West Ham,Italy (Serie A),£2.1M,"£65,000 p/w",30/6/2027,CIV,FRA,-,179 cm,68 kg,Left,28,,Scouting Required,£2.1M,11 (15),11,"1,287",116.76,6.59,1,0.07,16,8,50%,1.12,0.56,0,0,-,8,2.41,3,0.22,0,-,7,0.49,506,35.38,436,30.49,86%,70,8,11%,42,2.94,21,194.7km,65,4.55,20,1.4,31%,0,33,2.31,77%,23,2,0,25,1.75,15,-,-,-,-,-,-,-,-,-,-,-,0
Lst,Neal Maupay,ST (C),Everton,,England (Premier Division),£275K,"£50,000 p/w",30/6/2025,FRA,ARG,-,171 cm,69 kg,Right,28,,Scouting Required,£275K,0 (5),-,49,13,6.55,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,11,-,9,-,82%,0,0,-,1,-,1,6.7km,5,-,3,-,60%,0,1,-,100%,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,0
,Benjamin Pavard,"D (RC), WB (R), DM",Inter,,Italy (Serie A),-,"£125,000 p/w",30/6/2028,FRA,,-,186 cm,76 kg,Right,28,Spirited,Level-headed,£59M - £86M,28 (1),28,"2,413",256.92,6.89,2,0.07,22,7,32%,0.82,0.26,0,0,-,0,2.04,0,-,1,0.04,7,0.26,"1,712",63.85,"1,604",59.83,94%,7,0,-,11,0.41,4,320.3km,221,8.24,144,5.37,65%,2,28,1.04,68%,17,4,0,50,1.86,16,-,-,-,-,-,-,-,-,-,-,-,0
Ask,Dylan Batubinsika,D (C),ASSE,,France (Ligue 1 Uber Eats),£575K,"£6,250 p/w",30/6/2026,COD,FRA,-,188 cm,84 kg,Right,29,,Scouting Required,£600K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Yunis Abdelhamid,D (C),ASSE,,France (Ligue 1 Uber Eats),-,"£15,750 p/w",30/6/2025,MAR,FRA,-,190 cm,82 kg,Left Only,37,,Scouting Required,£45K - £425K,22,22,"1,912",176.6,6.94,0,-,9,1,11%,0.42,0.05,0,0,-,3,1.75,3,0.16,0,-,4,0.19,"1,336",62.89,"1,243",58.51,93%,4,1,25%,0,-,5,235.2km,156,7.34,107,5.04,69%,6,19,0.89,63%,20,2,0,31,1.46,26,-,-,-,-,-,-,-,-,-,-,-,1
Wnt,Issiaga Sylla,D/WB (L),Montpellier,,France (Ligue 1 Uber Eats),-,"£12,750 p/w",30/6/2025,GUI,FRA,-,180 cm,75 kg,Left,31,,Scouting Required,£1.1M - £2.3M,22 (3),22,"2,063",251.33,6.84,1,0.04,6,2,33%,0.26,0.09,0,0,-,0,0.72,5,0.61,0,-,15,0.65,"1,044",45.55,914,39.87,88%,54,14,25%,24,1.05,31,299.7km,114,4.97,75,3.27,66%,4,56,2.44,77%,37,7,0,53,2.31,17,-,-,-,-,-,-,-,-,-,-,-,0
Lst,Adrien Thomasson,"M (C), AM (RLC)",RC Lens,,France (Ligue 1 Uber Eats),£5.5M,"£18,750 p/w",30/6/2026,FRA,CRO,-,175 cm,72 kg,Right,31,,Scouting Required,£5.4M,2 (13),2,427,131.62,6.73,1,0.21,11,3,27%,2.32,0.63,0,0,-,0,0.98,1,0.28,1,0.21,4,0.84,169,35.62,141,29.72,83%,13,2,8%,15,3.16,5,60.8km,28,5.9,10,2.11,36%,0,10,2.11,91%,4,0,0,12,2.53,4,-,-,-,-,-,-,-,-,-,-,-,0
,Jordan,ST (C),VfL Bochum,,Germany (Bundesliga),-,"£17,000 p/w",30/6/2027,USA,FRA,-,191 cm,86 kg,Right,28,,Scouting Required,£190K - £7.8M,22,22,"1,570",160.48,6.91,10,0.57,61,33,54%,3.5,1.89,0,0,-,9,6.53,5,1.24,2,0.11,11,0.63,408,23.39,367,21.04,90%,10,1,10%,20,1.15,39,200.0km,177,10.15,76,4.36,43%,0,21,1.2,75%,19,0,0,14,0.8,11,-,-,-,-,-,-,-,-,-,-,-,0
,Gautier Larsonneur,GK,ASSE,,France (Ligue 1 Uber Eats),-,"£7,750 p/w",30/6/2026,FRA,,-,181 cm,70 kg,Right Only,27,,Scouting Required,£650K - £6.4M,18,18,"1,569",177,6.85,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,410,23.52,328,18.81,80%,-,-,-,0,-,19,90.9km,-,-,-,-,-,0,2,0.11,33%,1,1,0,0,-,-,17,0.98,8,-801%,10,8,30,-3%,6,2,33%,1
,Angelo Fulgini,M/AM (C),RC Lens,,France (Ligue 1 Uber Eats),-,"£29,500 p/w",30/6/2027,CIV,FRA,-,182 cm,77 kg,Right,28,,Scouting Required,£24M - £36M,27,27,"1,895",215.32,6.89,3,0.14,21,7,33%,1,0.33,0,0,-,1,1.84,6,0.52,2,0.09,41,1.95,975,46.31,864,41.03,89%,56,4,-,33,1.57,17,268.4km,68,3.23,24,1.14,35%,2,40,1.9,69%,22,2,1,38,1.8,17,-,-,-,-,-,-,-,-,-,-,-,1
,Rémy Descamps,GK,OL,,France (Ligue 1 Uber Eats),-,"£3,400 p/w",30/6/2027,FRA,,-,194 cm,75 kg,Left,28,,Scouting Required,£130K - £1.3M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Jérôme Onguéné,D (C),Eintracht Frankfurt,,Germany (Bundesliga),-,"£16,500 p/w",30/6/2027,CMR,FRA,-,187 cm,77 kg,Right,27,,Scouting Required,£275K - £2.6M,2 (1),2,194,104,6.7,0,-,1,0,0%,0.46,0,0,0,-,0,0.12,0,-,0,-,0,-,142,65.88,132,61.24,93%,0,0,-,0,-,1,24.1km,12,5.57,7,3.25,58%,2,1,0.46,33%,4,0,0,4,1.86,4,-,-,-,-,-,-,-,-,-,-,-,0
Inj,Nicolas Pépé,"M (R), AM (RL)",Villarreal,,Spain (First Division),-,"£69,000 p/w",30/6/2026,CIV,FRA,-,183 cm,73 kg,Left,29,Balanced,Level-headed,£95K - £5.2M,4 (2),4,335,111.67,6.8,1,0.27,8,5,63%,2.15,1.34,1,0,0%,0,1.71,4,1.57,0,-,3,0.81,152,40.84,131,35.19,86%,9,0,-,14,3.76,4,42.4km,16,4.3,0,0,0%,0,5,1.34,83%,1,0,0,8,2.15,3,-,-,-,-,-,-,-,-,-,-,-,0
,Christopher Operi,D/WB (L),Havre AC,,France (Ligue 1 Uber Eats),-,"£14,000 p/w",30/6/2028,CIV,FRA,-,183 cm,73 kg,Left,27,,Scouting Required,£6.2M - £7.8M,12 (6),12,"1,149",89.24,6.99,1,0.08,2,1,50%,0.16,0.08,0,0,-,0,0.62,0,-,0,-,18,1.41,597,46.76,508,39.79,85%,29,6,20%,24,1.88,13,171.1km,52,4.07,39,3.05,75%,3,35,2.74,83%,13,0,0,37,2.9,11,-,-,-,-,-,-,-,-,-,-,-,1
